BK;572;143;250;235,4;0
Strom;42,00;45;40;50;0
HK;312,00;97,5;100;160,5;0
Kredit;519;0;0;0;0
SV-GF;485,86;0;0;0;0
GF V&A;1132,9;0;0;0;0
KöSt;41,67;0;0;0;0
Miete;0;0;0;0;0
PV Einnahmen;132;0;0;0;0
